Title,Location,Price,Area,Number of rooms
Apartment Admiraal De Ruijterweg,1056 GM Amsterdam (Geuzenbuurt),"€1,800",77 m²,3
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"€3,600",160 m²,3
Studio Semarangstraat,7512 ZV Enschede (Hogeland-Noord),€795,30 m²,1
Apartment Noorderbinnensingel,9712 XB Groningen (Hortusbuurt-Ebbingekwartier),"€1,500",65 m²,2
Apartment Boschstraat,4811 GD Breda (Valkenberg),"€1,350",83 m²,3
Apartment Bankastraat,1094 EA Amsterdam (Indische Buurt West),"€2,150",110 m²,3
House Doude van Troostwijkstraat,1391 EP Abcoude (Abcoude-Zuidwest),"€2,250",150 m²,5
Apartment Koekoekstraat,2352 CW Leiderdorp (De Vogelwijk),"€1,395",87 m²,4
House Van der Wyckstraat,2593 XA Den Haag (Bezuidenhout-Oost),"€1,250",95 m²,3
House Blesdijk 7,3079 PD Rotterdam (Groot IJsselmonde),"€1,165",125 m²,5
Apartment Amsterdamsestraatweg 142,3513 AM Utrecht (Pijlsweerd-Zuid),"€1,417",53 m²,2
Apartment Fijnjekade,2521 DV Den Haag (Laakhaven-Oost),"€1,595",98 m²,3
Apartment Langestraat,2312 SL Leiden (Havenwijk-Zuid),€995,38 m²,2
House Gerard Bruningstraat 6 A,6416 EB Heerlen (Molenbergpark),"€1,155",130 m²,4
House Korreweg,9715 AH Groningen (Indische buurt),"€1,245",103 m²,2
Apartment Van Eysingalaan,3527 VC Utrecht (Transwijk-Noord),"€1,295",70 m²,3
Apartment Mijnsherenlaan 158 D,3081 CM Rotterdam (Tarwewijk),"€1,350",95 m²,4
Apartment Pleinweg 79 A,3081 JG Rotterdam (Tarwewijk),"€1,250",62 m²,3
Apartment Porrenhofstraat,6663 SG Lent (Lent),"€1,650",105 m²,3
Apartment Statenlaan,2582 GH Den Haag (Statenkwartier),€995,28 m²,2
Apartment Aert van der Goesstraat,2582 AL Den Haag (Statenkwartier),€950,46 m²,1
Apartment Valkenboslaan,2563 CN Den Haag (Valkenboskwartier),€800,27 m²,1
Apartment Van Bylandtstraat,2562 GB Den Haag (Koningsplein en omgeving),€795,33 m²,1
Apartment Laakkade,2521 XZ Den Haag (Laakkwartier-West),"€1,150",94 m²,3
Apartment Van der Duynstraat,2515 NJ Den Haag (Huygenspark),€775,40 m²,1
Apartment Surinamestraat,2585 GG Den Haag (Archipelbuurt),€765,30 m²,1
Studio Hugo de Grootstraat,2518 EC Den Haag (Zeeheldenkwartier),€650,32 m²,1
Apartment Honingerhof,3063 BZ Rotterdam (Struisenburg),"€1,475",106 m²,3
Apartment Stationsstraat,7311 MH Apeldoorn (De Haven),"€1,085",87 m²,2
Apartment Franciscanerstraat 49 B,6462 CL Kerkrade (Bleijerheide),€550,50 m²,2
Apartment Soestdijksekade 253,2574 AH Den Haag (Leyenburg),"€1,695",131 m²,4
Apartment Maximaplein,3832 JS Leusden (Tabaksteeg),"€1,195",76 m²,2
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"€1,275",40 m²,2
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"€1,250",83 m²,3
Apartment Mangoweg,2321 HZ Leiden (Cronestein),"€2,150",125 m²,4
Apartment Burgemeester Baumannlaan 175,3042 AD Rotterdam (Kleinpolder),"€1,475",91 m²,3
Room Middellandplein,3021 BV Rotterdam (Middelland),€386,12 m²,1
Apartment Herman Robbersstraat,3031 RJ Rotterdam (Rubroek),"€1,295",60 m²,2
Apartment Derde Kostverlorenkade,1054 TN Amsterdam (Overtoomse Sluis),"€1,900",48 m²,3
Apartment Capucijnengang,6211 RV Maastricht (Statenkwartier),"€1,250",100 m²,3
Apartment Schinkelhavenstraat 21 3,1075 VP Amsterdam (Schinkelbuurt),"€2,495",100 m²,4
Apartment Prins Mauritslaan,2582 LN Den Haag (Statenkwartier),"€2,650",121 m²,4
Apartment Markt,6211 CJ Maastricht (Binnenstad),"€1,575",67 m²,3
Apartment Grote Gracht,6211 ST Maastricht (Binnenstad),"€1,650",70 m²,3
Apartment Houtrijkstraat,1013 VL Amsterdam (Spaarndammer- en Zeeheldenbuurt),"€1,425",60 m²,2
Apartment Willemsparkweg 190 H,1071 HV Amsterdam (Museumkwartier),"€7,000",262 m²,7
Apartment Sprinklerstraat,1019 VR Amsterdam (Indische Buurt Oost),"€2,250",94 m²,3
Room Amsterdamseweg 208 A,6814 GL Arnhem (Burgemeesterswijk),€510,18 m²,1
Apartment Slachthuisstraat 272,9713 MR Groningen (Bloemenbuurt),"€1,175",90 m²,3
Apartment Noorderstraat,1017 TT Amsterdam (De Weteringschans),"€2,950",95 m²,3
Apartment Valeriusstraat,1075 GP Amsterdam (Willemspark),"€1,850",71 m²,3
Apartment Lumeijstraat,1056 VX Amsterdam (Geuzenbuurt),"€2,250",72 m²,3
Apartment Zeeburgerdijk,1094 AJ Amsterdam (Indische Buurt West),"€2,150",90 m²,3
House Oosterbaan,4386 CN Vlissingen (West-Souburg),"€1,350",116 m²,4
House Primulastraat,3812 WS Amersfoort (Bloemenbuurt-West),"€1,500",100 m²,4
Apartment Willemstraat 24,2514 HM Den Haag (Voorhout),"€1,200",61 m²,2
House Zodiakplein 95,2516 CD Den Haag (Binckhorst),"€1,850",89 m²,3
Apartment Bilderdijkstraat,2513 CP Den Haag (Zeeheldenkwartier),"€1,250",39 m²,2
Apartment Noorderbeekdwarsstraat,2562 XM Den Haag (Valkenboskwartier),€825,40 m²,1
Room Hanzestraat,6826 MP Arnhem (Winkelcentrum),€400,10 m²,1
House Amstelbeststraat 4,1096 GD Amsterdam (Omval/Overamstel),"€8,750",324 m²,7
Apartment 't Streekien,8021 BT Zwolle (Dieze-Centrum),"€1,125",77 m²,3
Room Wessemerweg 3,6097 NA Heel (Heel),€270,55 m²,1
Apartment Teteringsedijk,4817 MH Breda (Brabantpark),"€1,050",50 m²,2
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"€1,650",48 m²,2
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"€1,750",80 m²,2
Apartment Karel Doormanlaan,2712 JH Zoetermeer (Dorp),"€1,195",73 m²,3
Room Van der Werfstraat 9 A,2312 VR Leiden (Marewijk),€400,10 m²,1
Apartment Koningsdreef,3261 NJ Oud-Beijerland (Oud-Beijerland Bedrijventerrein De Hoogerwerf),"€1,400",76 m²,2
Apartment Denemarkenstraat,1363 DD Almere (Europakwartier west),"€1,200",51 m²,2
House Koningin Wilhelminakade,1975 GK IJmuiden (Oud-IJmuiden),"€2,000",144 m²,5
Apartment Florakade 296,9713 ZJ Groningen (Florabuurt),€950,82 m²,3
Apartment Van Tuyll van Serooskerkenweg 72 1,1076 JN Amsterdam (Stadionbuurt),"€2,200",85 m²,3
House Dr. Nolenslaan,6136 GS Sittard (Baandert),€775,73 m²,4
House Jacob Catsstraat,8023 AE Zwolle (Wipstrik-Noord),"€1,195",92 m²,3
Apartment Mariastraat 4 D,7311 HL Apeldoorn (Binnenstad),"€1,295",86 m²,3
Apartment Sint Sebastiaansbrug 3,2611 DN Delft (Zuidpoort),"€1,150",50 m²,2
Apartment Van Brakelplein 9 a,9726 HB Groningen (Zeeheldenbuurt),"€1,295",80 m²,4
Apartment Oudenoord,3513 EX Utrecht (Pijlsweerd-Noord),"€1,315",46 m²,1
Apartment Dahliastraat,3073 BE Rotterdam (Bloemhof),"€1,095",60 m²,3
Apartment Uiterweg,1431 AA Aalsmeer (Centrum),"€2,100",115 m²,3
House Schammersteeg,3835 PT Stoutenburg (Stoutenburg),"€1,995",125 m²,5
Apartment Martinikerkhof,9712 JH Groningen (Binnenstad-Noord),"€1,595",110 m²,3
Apartment Hendrik Westerstraat,9791 CT Ten Boer (Ten Boer Dorp),"€1,295",61 m²,2
House Anna Ruyschstraat,2712 XB Zoetermeer (Rokkehage c.a.),"€2,250",120 m²,5
Apartment Annastraat 30 II,6161 GZ Geleen (Geleen-Centrum),€650,38 m²,2
Apartment Levendaal,2311 JP Leiden (Levendaal-Oost),"€1,150",65 m²,2
Apartment Zuidwal,2512 XR Den Haag (Zuidwal),"€1,495",105 m²,4
Apartment Baan,3111 LA Schiedam (Buurt 00),"€1,295",80 m²,3
Apartment Teteringsedijk,4817 MG Breda (Brabantpark),€995,45 m²,2
Apartment Rijnstraat,2311 NJ Leiden (Levendaal-Oost),"€1,350",80 m²,3
Room Teteringenstraat,4817 MN Breda (Brabantpark),€515,22 m²,2
Apartment Scholten Reimerstraat 67,7524 CR Enschede (Dorp Lonneker),"€1,100",85 m²,3
Apartment Achterom 82,3311 KC Dordrecht (Centrum),"€1,450",72 m²,3
Apartment Dirk Hartogstraat,4812 GE Breda (Heuvel),"€1,195",77 m²,3
Apartment Scharnestraat 18 A,8601 BB Sneek (Sneek binnen de grachten),€763,50 m²,2
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"€1,090",55 m²,2
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),€633,30 m²,1
Apartment Heemstedelaan,3523 KE Utrecht (Nieuw Hoograven-Noord),"€1,750",64 m²,3
Apartment Bonistraat,2585 SZ Den Haag (Archipelbuurt),€975,48 m²,2
Apartment Haarlemmerstraat,2312 DR Leiden (Marewijk),"€1,250",60 m²,2
House Dorpsstraat,5561 AS Riethoven (Dorpsstraat e.o.),"€2,100",200 m²,6
Apartment Kleine Kruisstraat 1,9712 TV Groningen (Hortusbuurt-Ebbingekwartier),"€1,025",35 m²,2
Apartment Schouwenselaan 83,1181 KB Amstelveen (Vredeveldbuurt),"€1,950",78 m²,3
Apartment Beethovenlaan,2551 KD Den Haag (Waldeck-Noord),"€1,195",75 m²,2
Apartment T.G. Gibsonstraat,7411 RR Deventer (Singel),€865,40 m²,2
Apartment Willemstraat,4811 AJ Breda (Station),"€1,150",57 m²,3
Room Amsterdamseweg,6814 GA Arnhem (Burgemeesterswijk),€432,14 m²,1
Apartment Kloekhorststraat 29,9401 BB Assen (Galgenveld),€733,40 m²,2
Apartment Joep Nicolasstraat 308,6041 JZ Roermond (Binnenstad),€865,85 m²,3
Apartment Edeseweg,6721 KC Bennekom (De Laar),"€1,180",74 m²,4
House Brinkgreverweg 90,7413 AE Deventer (Rielerweg-West),"€1,295",98 m²,4
Studio Clasinadreef,5046 GW Tilburg (Kasteel Oost),€630,20 m²,1
Apartment Bomanshof,5611 NN Eindhoven (Elzent-Noord),"€1,190",72 m²,2
Apartment Tienenwal 16 A,1821 AG Alkmaar (Schermereiland en Omval),"€1,450",115 m²,4
House Fahrenheitstraat 130,2561 EG Den Haag (Valkenboskwartier),"€1,650",87 m²,5
Apartment Tichelwerkstraat 36,7906 HX Hoogeveen (Zuid),€671,62 m²,3
Apartment Metaallaan 29,9743 BN Groningen (Vinkhuizen-Zuid),€930,85 m²,4
Apartment Houtlaan,3016 DA Rotterdam (Nieuwe Werk),"€1,850",90 m²,3
Apartment Wenckebachlaan 30,9728 JJ Groningen (Corpus den Hoorn),"€1,100",98 m²,4
House Arie de Zeeuwstraat 25,3065 PA Rotterdam ('s-Gravenland),"€2,500",148 m²,6
Apartment Noorderhavenkade,3038 XS Rotterdam (Bergpolder),"€1,395",49 m²,2
Apartment Lange Brugstraat,4811 WP Breda (City),€995,63 m²,2
Apartment Markt,4701 PC Roosendaal (Centrum-Nieuw),€785,57 m²,2
Room Sint Hubertuslaan 25 2,6211 KC Maastricht (Jekerkwartier),€585,18 m²,1
Room Bijlmerdreef,"1103 TT Amsterdam (Bijlmer Oost (E,G,K))",€650,18 m²,1
Studio Dirk Hoogenraadstraat,2586 TC Den Haag (Scheveningen Badplaats),€925,28 m²,1
Apartment Herenweg,2361 EG Warmond (Middelbuurt),"€1,995",130 m²,4
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"€1,650",48 m²,2
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"€1,835",90 m²,4
Apartment Zeelandiahoeve,1187 MD Amstelveen (Landschappenbuurt),"€2,100",100 m²,3
Apartment Meeuwenlaan 24,1602 NC Enkhuizen (Oude Gouw),€694,40 m²,2
Apartment St Plechelmuspad,5645 EH Eindhoven (Burghplan),"€1,595",71 m²,3
Apartment Hereweg 30 17,9725 AD Groningen (Herewegbuurt),"€1,695",100 m²,3
Apartment Oranjesingel,6511 NL Nijmegen (Stadscentrum),"€1,750",131 m²,4
Room Oranjevrijstaatplein,5025 HD Tilburg (Afrikaanderbuurt Midden),€395,14 m²,2
House Korvelseweg,5025 JH Tilburg (Trouwlaan),"€1,855",128 m²,4
Apartment Observantenhof,5025 KX Tilburg (Sint Anna Zuid),"€1,050",78 m²,3
Apartment Generaal Barberstraat,5025 XA Tilburg (Staatsliedenbuurt Oost),"€1,260",96 m²,4
Apartment Veldhovenring,5041 BD Tilburg (Theresia Midden),"€1,400",88 m²,2
Apartment Laan van Vlaanderen 311,1066 WB Amsterdam (Sloter-/Riekerpolder),"€2,250",130 m²,5
Apartment Stationsstraat,5038 EC Tilburg (Binnenstad West),€719,38 m²,1
Studio Schouwburgring,5038 TK Tilburg (Binnenstad West),€704,26 m²,1
Room Lunetstraat,4814 AL Breda (Tuinzigt),€450,17 m²,1
Room Academiesingel,4811 AD Breda (Station),€480,18 m²,1
House Apollolaan,5694 WR Son en Breugel ('t Eigen en Hoogstraat),"€1,750",150 m²,5
Apartment Herman Gorterstraat 30,2274 JJ Voorburg (Voorburg Midden midden),"€1,050",79 m²,4
Apartment Hooigracht,2312 KP Leiden (Pancras-Oost),"€1,300",58 m²,2
Apartment Binnendyk 39,8461 LE Rottum (Rottum),€795,75 m²,2
Apartment Noordeindseweg 100,2651 CX Berkel en Rodenrijs (Bomen- en Struikenbuurt),"€2,250",140 m²,5
Apartment Willem van Hillegaersbergstraat,3051 RB Rotterdam (Hillegersberg Zuid),"€1,250",50 m²,2
Apartment Laan van Meerdervoort,2563 AS Den Haag (Bomenbuurt),"€1,145",28 m²,1
Apartment Willemstraat,5616 GE Eindhoven (Philipsdorp),"€1,075",65 m²,2
Apartment Jan Mulderstraat 139,2273 VJ Voorburg (Bovenveen midden),"€1,180",86 m²,4
House Hertgang,5508 LR Veldhoven (De Kelen),"€1,900",180 m²,5
Studio Moerkapellestraat,5045 LE Tilburg (Leeuwerik Midden),€605,15 m²,1
Apartment Sint Janstraat 20 a,1251 LA Laren (Laren-Centrum),"€2,650",130 m²,4
Apartment 's-Gravelandseweg 99 F,1217 EP Hilversum (Villaparken),"€1,650",75 m²,2
House Kortenaerstraat 2,1271 SP Huizen (De Noord),"€2,150",104 m²,6
Apartment Bergpolderstraat,3038 KB Rotterdam (Bergpolder),"€1,550",80 m²,3
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"€1,835",90 m²,4
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"€1,250",83 m²,3
Apartment Fabriekstraat,5038 EN Tilburg (Binnenstad West),€895,30 m²,2
Apartment Van der Rijtstraat,4611 PP Bergen op Zoom (Centrum),€875,63 m²,2
Apartment Groenmarktstraat,3521 AV Utrecht (Dichterswijk),"€1,750",72 m²,3
Studio Oudegracht,3511 AB Utrecht (Wijk C),€780,35 m²,1
Apartment Pieter Lastmankade 30 E,1075 KK Amsterdam (Willemspark),"€6,250",160 m²,4
Apartment Willem Eggertstraat,1441 CH Purmerend (Binnenstad),"€1,650",97 m²,4
Studio Hoofdstraat,7311 BG Apeldoorn (Binnenstad),€575,26 m²,1
Apartment Tilburgseweg,5051 AB Goirle (Goirle-Centrum),"€1,250",91 m²,3
House Elbereveldstraat,6466 JM Kerkrade (Spekholzerheide),"€1,050",129 m²,8
Apartment Sint Jozefslaan,6006 JN Weert (Keent),€755,90 m²,4
Apartment Plakstraat 126,6131 HT Sittard (Sittard-Centrum),€680,50 m²,1
Apartment Tuinbouwstraat,9717 JE Groningen (Noorderplantsoenbuurt),Price ,50 m²,2
Apartment Willem de Zwijgerlaan 62,2582 ES Den Haag (Statenkwartier),"€1,900",105 m²,3
Apartment Borgerstraat,1053 PK Amsterdam (Van Lennepbuurt),"€1,850",55 m²,2
Apartment Laan op Zuid,3071 AA Rotterdam (Kop van Zuid),"€1,550",100 m²,3
Apartment Biltstraat 107 A,3572 AM Utrecht (Buiten Wittevrouwen),"€1,275",50 m²,2
Apartment Schalkeroord,3079 WG Rotterdam (Groot IJsselmonde),"€1,150",81 m²,4
Apartment Zuideindseweg 27,2645 BD Delfgauw (Zuidpolder Delfgauw),"€1,050",80 m²,1
Apartment Brinklaan,7311 LA Apeldoorn (Binnenstad),€850,35 m²,2
Apartment Buitenhuislaan,1121 RM Landsmeer (Plan Centrum-West),"€1,550",61 m²,2
Apartment Drijfhoutstraat 55,3067 NN Rotterdam (Het Lage Land),"€1,350",74 m²,4
Apartment Michelangelostraat 95 2,1077 BZ Amsterdam (Apollobuurt),"€1,800",60 m²,3
Apartment Nieuwe Binnenweg,3015 BJ Rotterdam (Oude Westen),"€1,250",48 m²,2
Apartment Laan van Meerdervoort,2517 BG Den Haag (Zeeheldenkwartier),"€1,295",50 m²,2
House Oude Gracht 30,1601 RG Enkhuizen (Centrum Noord-Oost),"€1,500",110 m²,4
Apartment Buizerdlaan,2261 CS Leidschendam (Park Veursehout),"€1,375",116 m²,1
Apartment Sausalitolaan,1031 KE Amsterdam (Noordelijke IJ-oevers West),"€1,825",73 m²,1
House Tjalk 36,8232 MS Lelystad (Tjalk),"€1,350",91 m²,4
Room Van Alphenstraat 10 k6,5014 MS Tilburg (Hoefstraat Zuid),€325,13 m²,1
House Boomgaard 101,1432 LD Aalsmeer (Oosteinde),"€4,000",178 m²,7
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"€1,835",90 m²,4
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"€3,600",160 m²,3
Apartment Herengracht,1015 BS Amsterdam (Grachtengordel-West),"€2,300",78 m²,3
House Graan voor Visch 17611,2132 ZM Hoofddorp (Hoofddorp Graan voor Visch),"€1,950",111 m²,5
Apartment Vrijheidslaan,1079 KH Amsterdam (Rijnbuurt),"€2,150",90 m²,3
Apartment Kwekersstraat 100,2231 DP Rijnsburg (Frederiksoord-Noord),"€1,225",65 m²,2
Apartment Barbaraplaats,5211 SK Den Bosch (Binnenstad-Centrum),"€1,318",85 m²,3
Apartment Weteringkade,2515 AM Den Haag (Rivierenbuurt-Noord),€728,32 m²,2
Apartment Gasthuisstraat,4201 JR Gorinchem (Benedenstad),€875,55 m²,2
Apartment Silodam,1013 AS Amsterdam (Houthavens),"€1,650",53 m²,2
Apartment Cobradreef,3564 ET Utrecht (Zambesidreef en omgeving),"€1,200",85 m²,3
Apartment Haagweg,4814 GB Breda (Tuinzigt),"€1,150",40 m²,3
Apartment Louise de Colignylaan 330,3062 HN Rotterdam (Kralingen Oost),"€1,225",75 m²,2
Apartment Houthavenweg,1014 ZA Amsterdam (Houthavens),"€1,500",60 m²,1
Apartment Selhorstweg,3841 GL Harderwijk (Friesegracht-Zuid),€890,50 m²,2
Room Van Kleffenslaan,3527 CM Utrecht (Kanaleneiland-Noord),€725,29 m²,1
House Lijsterbesplein 18,2563 KZ Den Haag (Heesterbuurt),"€1,600",146 m²,4
House Dr. Poelsstraat 9,3438 AS Nieuwegein (Huis de Geer),"€1,010",91 m²,6
Apartment Wijndaelerduin,2554 BX Den Haag (Ockenburgh),"€2,450",110 m²,4
Apartment Stationsstraat,7311 MH Apeldoorn (De Haven),"€1,225",102 m²,2
House Venuslaan 139,9742 KN Groningen (Paddepoel-Noord),"€2,200",110 m²,2
Apartment Zodiakplein 94,2516 CH Den Haag (Binckhorst),"€1,750",89 m²,4
Apartment Herengracht,1015 BT Amsterdam (Grachtengordel-West),"€3,250",110 m²,3
Apartment Zilvervlek,4814 VB Breda (Westerpark),"€1,200",78 m²,2
Apartment Wilhelminakade,3072 AP Rotterdam (Kop van Zuid),"€4,250",150 m²,3
Apartment Geldropseweg,5611 SG Eindhoven (Irisbuurt),"€1,200",80 m²,3
Room Van Heuven Goedhartlaan,3527 CK Utrecht (Kanaleneiland-Noord),€680,20 m²,1
Apartment Lijnbaansgracht,1017 RN Amsterdam (De Weteringschans),"€1,850",50 m²,2
Studio Kamgarenplein 52,5046 RE Tilburg (Textielbuurt Oost),€405,25 m²,1
Apartment Korianderstraat,7322 NG Apeldoorn (De Mheen),€945,93 m²,4
Apartment Haagweg,2282 AA Rijswijk (Oud-Rijswijk),"€1,250",82 m²,3
Apartment Otterstraat 90,3513 CP Utrecht (Pijlsweerd-Zuid),"€1,750",90 m²,3
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"€1,275",40 m²,2
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"€1,750",80 m²,2
Studio Hasseltstraat 175,5046 LK Tilburg (Kasteel West),€720,30 m²,1
Apartment Fok,8441 BN Heerenveen (Noord),€750,55 m²,2
Apartment Fok,8441 BN Heerenveen (Noord),€900,100 m²,3
Apartment Statendaalder 30,2353 TH Leiderdorp (Winkelhof),"€1,150",77 m²,2
Apartment Leenderweg,5614 HM Eindhoven (Joriskwartier),"€1,475",99 m²,3
Apartment Tabakswal 60,7413 TE Deventer (Rode Dorp),"€1,250",75 m²,3
Apartment Plantage Doklaan,1018 CM Amsterdam (Weesperbuurt/Plantage),"€2,000",86 m²,3
Room Hindersteinlaan 32,3451 EZ Vleuten (Vleuten),€475,25 m²,1
House Prinses Irenelaan 20,1934 EG Egmond aan den Hoef (Egmond aan den Hoef),"€1,400",97 m²,4
Apartment Handelsweg 39 24,1181 ZA Amstelveen (Stadshart),"€2,950",100 m²,3
Studio Amstelkade,1078 BA Amsterdam (Scheldebuurt),"€1,350",30 m²,1
Apartment Selhorstweg,3841 GL Harderwijk (Friesegracht-Zuid),€890,50 m²,2
Apartment Delftsevaart,3011 HL Rotterdam (Stadsdriehoek),"€1,350",67 m²,3
Apartment Slotpoort 59,2902 BV Capelle aan den IJssel (Oude Plaats),"€1,350",82 m²,3
Apartment Stadsring,3811 HM Amersfoort (Smallepad e.o.),€728,34 m²,1
Apartment Stadsring,3811 HM Amersfoort (Stadhuisplein),€728,34 m²,1
House Lorentzweg,1221 EH Hilversum (Kleine Driftbuurt),"€2,000",150 m²,6
Apartment Van Galenstraat,7311 HE Apeldoorn (Binnenstad),"€1,050",68 m²,3
House 1e Jerichostraat 57 A,3061 GC Rotterdam (Kralingen West),"€2,575",110 m²,4
House Reutummerweg,7667 PJ Reutum (Verspreide huizen Reutum),€875,95 m²,4
House Koopmansgracht,8606 XZ Sneek (Sperkhem en industrieterrein Houkesloot),"€2,200",149 m²,7
Apartment Rabenhauptstraat,9725 CE Groningen (Rivierenbuurt),€845,40 m²,2
Room Brandenburgerplein,6214 AH Maastricht (Mariaberg),€345,20 m²,1
Apartment Schiedamseweg,3025 AD Rotterdam (Bospolder),"€1,085",66 m²,2
Apartment Veldhovenring 109 g,5041 BB Tilburg (Pastorieklamp West),€765,30 m²,2
Apartment Plantijnstraat,2321 JD Leiden (Cronestein),"€1,950",108 m²,3
Apartment W.G. Witteveenplein,3071 MA Rotterdam (Kop van Zuid - Entrepot),"€1,395",81 m²,2
Studio Fabriekstraat,5038 EN Tilburg (Binnenstad West),€800,26 m²,1
Apartment Stalpertstraat 129,2597 RS Den Haag (Duinzigt),"€1,295",67 m²,2
Room Dorpsweg,3082 LC Rotterdam (Oud Charlois),€475,14 m²,1
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),€633,30 m²,1
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"€1,250",83 m²,3
House Provincialeweg 5 B-100,1724 PG Oudkarspel (Laanweg en Waarddijk),€825,45 m²,3
Apartment Prinsengracht 652 A,1017 KV Amsterdam (De Weteringschans),"€3,450",105 m²,3
Apartment Fregatstraat,"3534 RC Utrecht (Schepenbuurt, Cartesiusweg e.o.)","€1,250",72 m²,2
Apartment Frederikstraat 449,2514 LH Den Haag (Willemspark),"€1,250",65 m²,2
Apartment G.A. van Nispenstraat 35,6814 JA Arnhem (Burgemeesterswijk),"€3,250",130 m²,3
Apartment Stationsstraat,7311 MH Apeldoorn (De Haven),"€1,085",86 m²,2
Apartment Stationsstraat,7311 MH Apeldoorn (De Haven),"€1,445",125 m²,3
Apartment Stationsstraat,7311 MH Apeldoorn (De Haven),"€1,135",85 m²,3
Apartment Groene Hilledijk,3074 AD Rotterdam (Hillesluis),"€1,095",55 m²,2
House Herenstraat,2313 AE Leiden (Tuinstadwijk),"€1,950",100 m²,3
House Hondsdraf,5236 RH Den Bosch (Empel-Oost),"€1,250",110 m²,4
Room Oostveenweg,7533 VP Enschede (Velve-Lindenhof),€450,12 m²,1
House Juralaan,5627 CK Eindhoven (Achtse Barrier-Spaaihoef),"€1,695",115 m²,6
House Corapad,5631 GR Eindhoven (Oude Gracht-West),"€1,895",98 m²,3
Apartment Kruisstraat,5211 DT Den Bosch (Binnenstad-Centrum),€995,60 m²,2
House It Doekewiid,9254 GW Hurdegaryp (Hurdegaryp),€910,100 m²,5
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"€1,250",83 m²,3
House Gouden Harplaan 29,2652 NA Berkel en Rodenrijs (Buurt 2741),"€2,200",120 m²,5
Apartment Horsterplein,3891 ES Zeewolde (Centrum),"€1,550",74 m²,3
Apartment Oranjelaan 284,6166 BZ Geleen (Oud-Geleen en Haesselderveld),€765,87 m²,4
Apartment Breeweg,3075 LK Rotterdam (Vreewijk),"€1,050",83 m²,2
Apartment Tweede Tuindwarsstraat,1015 RZ Amsterdam (Jordaan),"€1,525",45 m²,2
Apartment Jan Willem Passtraat,6525 CR Nijmegen (Groenewoud),"€1,250",73 m²,3
Room Schieweg,3038 AE Rotterdam (Bergpolder),€725,25 m²,1
Apartment Bouwstraat,3572 SV Utrecht (Wittevrouwen),"€1,325",37 m²,2
Apartment Oude Boteringestraat 65,9712 GG Groningen (Binnenstad-Noord),"€1,350",51 m²,2
House Vaartweg,9423 RJ Hoogersmilde (Hoogersmilde-Centrum),"€1,195",150 m²,4
Apartment Ripperdapark,2011 KE Haarlem (Stationsbuurt),"€1,550",80 m²,2
Apartment Willem van Hillegaersbergstraat 63 A,3051 RC Rotterdam (Hillegersberg Zuid),"€1,550",76 m²,4
Apartment de Wetstraat,4818 BG Breda (Sportpark),"€1,006",85 m²,3
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"€1,090",55 m²,2
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"€1,250",83 m²,3
Apartment Westerdijk 4 1403,3513 EW Utrecht (Pijlsweerd-Zuid),"€1,245",50 m²,2
Apartment Renesselaan,3454 XX De Meern (De Meern-Zuid),€795,40 m²,1
Apartment Rakstraat,3034 RD Rotterdam (Nieuw Crooswijk),"€1,845",97 m²,3
Apartment Willem van Aelststraat 19 I,2612 HR Delft (Koepoort),"€1,300",63 m²,3
Apartment Papaverweg,1032 KH Amsterdam (Volewijck),"€1,215",40 m²,2
Apartment Van Stolkweg 14 C7,2585 JR Den Haag (Van Stolkpark en Scheveningse Bosjes),"€2,000",95 m²,3
Apartment Veldmaarschalk Montgomerylaan,5623 AX Eindhoven (Kronehoef),"€1,500",88 m²,3
Apartment Hortensiastraat,5644 KP Eindhoven (Gerardusplein),"€1,850",121 m²,3
Apartment Braak,5501 DG Veldhoven (Cobbeek en Centrum),"€1,495",105 m²,8
House Larixlaan,3971 RA Driebergen-Rijsenburg (Driebergen-Noordwest),"€1,750",174 m²,4
Apartment Dr Cuyperslaan,5623 BB Eindhoven (Rapenland),"€1,350",37 m²,2
