Title,Location,Price,Area m�,Number of rooms,Price/m�
Apartment Jan van Foreeststraat,3521 TX Utrecht (Hoog-Catharijne NS en Jaarbeurs),875,25,1,35.0
Apartment Douvenrade,6419 AA Heerlen (Welten-Dorp),775,57,2,13.6
Apartment Emmy Andriessestraat 484,1087 NE Amsterdam (IJburg Zuid),"3,219",185,4,17.4
Apartment Van Stolkweg 14 C6,2585 JR Den Haag (Van Stolkpark en Scheveningse Bosjes),"1,975",103,3,19.2
House de Zanden 215,7395 PG Teuge (Verspreide huizen Teuge),"1,100",50,3,22.0
Studio De Veldmaat,7522 NM Enschede (Drienerveld-U.T.),470,23,2,20.4
Studio Ardennen,3831 EZ Leusden (Rozendaal),950,34,1,27.9
Apartment Van Leijenberghlaan 4 K,1082 GM Amsterdam (Buitenveldert-West),"3,000",120,3,25.0
Apartment Carnegielaan 11,2517 KH Den Haag (Zorgvliet),"2,500",150,1,16.7
Room Tongelresestraat,5642 NH Eindhoven (Doornakkers-West),435,15,1,29.0
Apartment Markt,5554 CA Valkenswaard (Centrum),"1,950",288,7,6.8
Apartment Bezuidenhoutseweg,2594 AC Den Haag (Bezuidenhout-West),"2,350",101,3,23.3
House Cavelot,4506 GD Cadzand (Verspreide huizen Cadzand),"1,000",70,3,14.3
Apartment Patersstraat,6828 AG Arnhem (Hommelstraat),"1,096",35,2,31.3
Apartment Teilingen,1082 JS Amsterdam (Buitenveldert-West),"5,500",262,3,21.0
Apartment Reigerstraat,4331 BA Middelburg (Abdij),"1,450",100,3,14.5
House Pomonaweg 33,3633 CZ Vreeland (Vreeland Dorp),"1,950",123,5,15.9
House Galgewater,2311 VZ Leiden (Academiewijk),"2,649",80,4,33.1
Apartment Nieuwezijds Voorburgwal,1012 RT Amsterdam (Burgwallen-Nieuwe Zijde),"5,000",180,4,27.8
Apartment Markt 6 A,6431 LG Hoensbroek (Hoensbroek-Centrum),595,48,2,12.4
Apartment Lange Vijverberg 20 A,2513 AC Den Haag (Voorhout),"3,750",176,5,21.3
Apartment Meander,1181 WN Amstelveen (Stadshart),"2,250",145,4,15.5
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,695",50,3,33.9
Apartment Jan van Foreeststraat,3521 TX Utrecht (Hoog-Catharijne NS en Jaarbeurs),935,30,1,31.2
Apartment Oosterbakenpad,3192 XV Hoogvliet Rotterdam (Hoogvliet Zuid),"1,325",90,3,14.7
House Toorop 4,2681 MN Monster (Zwartenhoek),"5,000",406,9,12.3
Apartment Nieuwe Schoolstraat 59,2514 HV Den Haag (Voorhout),"2,625",180,5,14.6
Apartment Parkstraat,2514 JH Den Haag (Voorhout),"1,495",67,1,22.3
Apartment Beulingstraat,1017 BA Amsterdam (Grachtengordel-Zuid),"3,300",120,3,27.5
Apartment Ripperdaweg 4,3231 CP Brielle (Noord Meeuwenoord),"1,500",90,3,16.7
Apartment Kade,4651 BS Steenbergen (Steenbergen-Centrum),"1,150",45,2,25.6
Apartment Tourniairestraat,1065 KK Amsterdam (Slotervaart Zuid),345,13,1,26.5
Apartment Tourniairestraat,1065 KK Amsterdam (Slotervaart Zuid),440,20,1,22.0
Apartment Herengracht 187 A,1016 BE Amsterdam (Grachtengordel-West),"3,800",130,3,29.2
Apartment Brandenburgerstraat,9724 BA Groningen (Oosterpoort),"1,250",95,3,13.2
Apartment Duivendrechtsekade,1096 AH Amsterdam (Omval/Overamstel),440,18,1,24.4
Apartment Aristotelesstraat,3076 BD Rotterdam (Lombardijen),275,12,2,22.9
Apartment Vossiusstraat,1071 AD Amsterdam (Museumkwartier),"2,800",80,3,35.0
Apartment Poolsestraat,3028 EM Rotterdam (Oud Mathenesse),995,90,3,11.1
Apartment Bezuidenhoutseweg,2594 AC Den Haag (Bezuidenhout-West),"2,075",85,3,24.4
Apartment Lagedijk 14,1544 BG Zaandijk (Oud Zaandijk),"1,350",55,2,24.5
Apartment Bezuidenhoutseweg,2594 AC Den Haag (Bezuidenhout-West),"3,200",150,3,21.3
Apartment Verspronckweg 150 C20,2023 BP Haarlem (Kleverpark-noord),"3,300",173,4,19.1
Apartment Verspronckweg 150 C12,2023 BP Haarlem (Kleverpark-noord),"2,450",141,4,17.4
Apartment Voorsteven 92,1034 SP Amsterdam (Banne Buiksloot),"2,650",95,4,27.9
House Molenweg,9908 PM Godlinze (Godlinze),895,60,2,14.9
Apartment Noorderhavenkade,3039 RE Rotterdam (Blijdorp),"1,100",80,3,13.8
Apartment Zuidplein,3083 CR Rotterdam (Zuidplein),750,40,3,18.8
Apartment Van Bijlandtplaats,3012 GA Rotterdam (Cool),"2,330",110,5,21.2
House van der Fuyckstraat,3232 AP Brielle (Rugge),"2,400",85,5,28.2
Studio Jansstraat,2011 RZ Haarlem (Bakenes),"1,000",35,1,28.6
Apartment Tuinlaan,3111 AW Schiedam (De Plantage),"1,600",55,3,29.1
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,650",48,2,34.4
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"1,835",90,4,20.4
House Rochus Meeuwiszweg 8 E,3231 CM Brielle (Noord Meeuwenoord),"1,495",45,3,33.2
Apartment Laan Copes van Cattenburch 69 H,2585 EW Den Haag (Archipelbuurt),"1,850",37,1,50.0
Apartment Roo-Valkstraat,3032 RD Rotterdam (Agniesebuurt),"1,250",60,3,20.8
Apartment Statensingel,3039 LJ Rotterdam (Blijdorp),"1,300",75,3,17.3
Apartment Domela Nieuwenhuisstraat,1069 SR Amsterdam (Osdorp-Midden),"2,500",100,4,25.0
Apartment Fazantlaan,5613 CA Eindhoven (Villapark),"1,450",60,3,24.2
Apartment Fazantlaan,5613 CA Eindhoven (Villapark),"1,350",53,2,25.5
Apartment Fazantlaan,5613 CA Eindhoven (Villapark),"1,450",68,2,21.3
Apartment Fazantlaan,5613 CA Eindhoven (Villapark),"1,450",62,2,23.4
Apartment Fazantlaan,5613 CA Eindhoven (Villapark),"1,450",60,3,24.2
Apartment Fazantlaan,5613 CA Eindhoven (Villapark),"1,350",54,2,25.0
Apartment Fazantlaan,5613 CA Eindhoven (Villapark),"1,200",40,2,30.0
Apartment Fazantlaan,5613 CA Eindhoven (Villapark),"1,375",58,2,23.7
Apartment Fazantlaan,5613 CA Eindhoven (Villapark),"1,250",45,2,27.8
House Binckhorstlaan,2516 BA Den Haag (Binckhorst),670,20,1,33.5
Apartment Zeestraat 213,2518 DJ Den Haag (Willemspark),"2,350",113,3,20.8
Apartment Zeestraat 165,2518 DH Den Haag (Willemspark),"2,550",107,3,23.8
Apartment Zeestraat 239,2518 DJ Den Haag (Willemspark),"1,750",64,2,27.3
Apartment Sneeuwberglaan,6291 HB Vaals (Vaals),376,22,1,17.1
Apartment Robert Baeldestraat,3061 TJ Rotterdam (Kralingen West),"1,350",80,3,16.9
Apartment Uiterwaard 2 a,2841 BL Moordrecht (Uiterwaard),"1,900",120,3,15.8
Apartment Uiterwaard 2 c,2841 BL Moordrecht (Uiterwaard),"2,500",157,3,15.9
Apartment Jan Steenstraat,3117 TB Schiedam (Schildersbuurt),"1,075",55,2,19.5
Apartment Laan van Roos en Doorn,2514 BC Den Haag (Willemspark),"2,600",124,4,21.0
Apartment Van Lennepweg 52,2597 LK Den Haag (Westbroekpark),"4,250",190,4,22.4
Apartment Schedeldoekshaven,2511 EZ Den Haag (Uilebomen),"1,775",114,3,15.6
House Slagveld,3231 AN Brielle (Brielle),"2,495",120,4,20.8
Apartment Frans Halsplein,3117 WE Schiedam (Schildersbuurt),"1,095",55,3,19.9
Apartment tt. Vasumweg,1033 SC Amsterdam (Noordelijke IJ-oevers West),"1,595",98,3,16.3
Apartment Karel van Gelderstraat,6828 HL Arnhem (Spijkerbuurt),"1,050",57,3,18.4
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,650",48,2,34.4
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"1,750",80,2,21.9
Apartment Karel van Gelderstraat,6828 HL Arnhem (Spijkerbuurt),"1,075",59,3,18.2
Apartment Karel van Gelderstraat,6828 HL Arnhem (Spijkerbuurt),"1,095",64,3,17.1
Apartment Karel van Gelderstraat,6828 HL Arnhem (Spijkerbuurt),"1,095",64,3,17.1
Apartment Karel van Gelderstraat,6828 HL Arnhem (Spijkerbuurt),"1,095",63,3,17.4
Apartment Karel van Gelderstraat,6828 HL Arnhem (Spijkerbuurt),"1,050",55,3,19.1
Apartment Karel van Gelderstraat,6828 HL Arnhem (Spijkerbuurt),895,47,2,19.0
Apartment Karel van Gelderstraat,6828 HL Arnhem (Spijkerbuurt),875,43,2,20.3
Apartment Duinweg,4374 EE Zoutelande (Zoutelande),"1,250",90,4,13.9
Apartment IJdok 151,1013 MM Amsterdam (Haarlemmerbuurt),"6,950",288,3,24.1
Apartment Mgr. Aengenentlaan,2361 GB Warmond (Kloosterland-Endepoel),"1,900",88,2,21.6
House Lange Kerkdam,2242 BZ Wassenaar (De Paauw),"4,500",243,6,18.5
Apartment Schoterweg,2021 HM Haarlem (Patrimoniumbuurt),"1,250",50,2,25.0
Apartment Noordkade 53,3201 AZ Spijkenisse (Kern),"1,800",100,3,18.0
Apartment Javakade,1019 RV Amsterdam (Oostelijk Havengebied),"2,150",114,3,18.9
Apartment Zeestraat 215,2518 DJ Den Haag (Willemspark),"2,550",115,3,22.2
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,395",33,1,42.3
Apartment Molendijk 8 a,3632 EN Loenen aan de Vecht (Loenen Dorpskern),"1,450",72,1,20.1
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,495",40,1,37.4
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,495",40,1,37.4
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,495",40,1,37.4
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,695",50,3,33.9
Apartment Laan Copes van Cattenburch 69 D,2585 EW Den Haag (Archipelbuurt),"1,625",39,2,41.7
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,395",33,1,42.3
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,695",50,3,33.9
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,495",40,1,37.4
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,495",40,1,37.4
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,395",33,1,42.3
Apartment Aleidisstraat 90 A,3021 SR Rotterdam (Middelland),"1,500",65,2,23.1
Apartment Utrechtseweg,3811 NA Amersfoort (Snouckaertlaan e.o.),"1,200",38,1,31.6
Apartment Zuidmade,2614 MB Delft (Den Hoorn),"1,500",80,3,18.8
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"1,275",40,2,31.9
Apartment Roo-Valkstraat,3032 RD Rotterdam (Agniesebuurt),"1,100",60,3,18.3
Apartment Laan van Meerdervoort,2555 CM Den Haag (Componistenbuurt),"1,550",85,3,18.2
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,695",45,3,37.7
Apartment Duinweg,4374 EE Zoutelande (Zoutelande),995,65,3,15.3
House Westersingel,9909 BJ Spijk (Spijk),"1,500",115,5,13.0
House Schoolstraat,9981 AN Uithuizen (Uithuizen),Price ,130 m²,1,#VALUE!
Apartment Withof,4851 CL Ulvenhout (Ulvenhout),"1,446",80,3,18.1
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"1,395",33,1,42.3
Apartment Berghofstraat,6471 ED Eygelshoven (Eygelshoven-Kom),660,75,4,8.8
House Havenzicht,1357 NN Almere (Centrum Almere Haven),"2,300",109,4,21.1
Apartment Amstelveenseweg,1075 XL Amsterdam (Schinkelbuurt),"1,950",82,2,23.8
Apartment Zuidwal,2512 XR Den Haag (Zuidwal),"1,495",90,2,16.6
House Keizersgracht 372,1016 GA Amsterdam (Grachtengordel-West),"5,995",244,1,24.6
House Hooilandseweg,9983 PB Roodeschool (Roodeschool),Price ,280 m²,1,#VALUE!
Apartment Secretaris Holscherlaan,9902 LJ Appingedam (Opwierde Zuid),"2,000",100,6,20.0
Apartment Herenweg 71 14,2105 MD Heemstede (Geleerdenbuurt),"3,200",162,5,19.8
Apartment Stadionweg,1077 ST Amsterdam (Apollobuurt),"2,700",120,3,22.5
Apartment Willemsoordseweg,2636 EA Schipluiden (Negenhuizen en Zouteveen),"3,950",150,3,26.3
Apartment Jan Willem Frisohof,2517 LA Den Haag (Zorgvliet),"2,000",110,2,18.2
Apartment Jan Willem Frisohof,2517 LA Den Haag (Zorgvliet),"2,150",121,1,17.8
Apartment Jan Willem Frisohof,2517 LA Den Haag (Zorgvliet),"2,250",121,3,18.6
Apartment Denneweg,2514 CL Den Haag (Voorhout),"2,000",116,4,17.2
House Klaas van Reeuwijkstraat,2132 ZP Hoofddorp (Hoofddorp Zuid),"2,750",160,7,17.2
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,595",50,1,31.9
Apartment Van Beuningenstraat 66,2582 KM Den Haag (Statenkwartier),"2,150",160,6,13.4
Apartment Nieuwe Binnenweg,3014 GH Rotterdam (Oude Westen),"1,100",105,4,10.5
Apartment Withof,4851 CL Ulvenhout (Ulvenhout),"1,435",84,3,17.1
House A. Reitsmakade 17,1060 RJ Amsterdam (Middelveldsche Akerpolder),"3,000",140,5,21.4
Apartment Zeestraat 95,2518 DH Den Haag (Willemspark),"2,295",118,3,19.4
House Narcislaan 29,2241 VP Wassenaar (Groot Deijleroord en Ter Weer),"3,850",165,5,23.3
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
Apartment André van der Louwbrug,3011 WM Rotterdam (Stadsdriehoek),910,34,2,26.8
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,550",50,1,31.0
House Vinkenborghlaan,2265 GH Leidschendam (De Rietvink / Veursestraatweg),"2,850",259,5,11.0
Apartment Prelaatweg,4363 ND Aagtekerke (Verspreide huizen Aagtekerke),"1,250",40,2,31.3
Apartment Anna van Buerenplein,2595 DD Den Haag (Rivierenbuurt-Noord),"2,250",120,4,18.8
Apartment Graaf Florislaan 2 A3,1399 VL Muiderberg (Muiderberg),"2,000",94,3,21.3
Apartment Bisschopsmolenstraat,4876 AR Etten-Leur (Grauwe Polder 3),"2,100",116,3,18.1
Apartment Schalmeistraat,6217 EV Maastricht (Caberg),895,78,4,11.5
Apartment Laan Copes van Cattenburch 62 C,2585 GC Den Haag (Archipelbuurt),"4,250",190,4,22.4
House Pompstationsweg,2597 JX Den Haag (Belgisch Park),"3,000",110,5,27.3
Room Kasteelstraat,4381 SN Vlissingen (Scheldestraat e.o.),590,19,1,31.1
Room Kasteelstraat,4381 SN Vlissingen (Scheldestraat e.o.),640,20,1,32.0
Room Kasteelstraat,4381 SN Vlissingen (Scheldestraat e.o.),590,20,1,29.5
Room Kasteelstraat,4381 SN Vlissingen (Scheldestraat e.o.),430,17,1,25.3
Room Kasteelstraat,4381 SN Vlissingen (Scheldestraat e.o.),450,17,1,26.5
Room Kasteelstraat,4381 SN Vlissingen (Scheldestraat e.o.),750,27,1,27.8
House Prinsenstraat,1501 NV Zaandam (Burgemeestersbuurt),"1,700",79,4,21.5
Room Kasteelstraat,4381 SN Vlissingen (Scheldestraat e.o.),690,22,1,31.4
Apartment John Blankensteinstraat,1095 MB Amsterdam (Zeeburgereiland/Nieuwe Diep),"2,500",105,5,23.8
Apartment Wolbrantskerkweg,1069 DA Amsterdam (Osdorp-Midden),"2,200",132,5,16.7
Apartment Leemhorststraat 30,1624 NM Hoorn (Hoorn Noord - Buurt 12 03),"1,450",85,3,17.1
Apartment Veerpolder,2361 KV Warmond (Veerpolder),"2,000",85,2,23.5
House Rijksstraatweg 125,1396 JJ Baambrugge (Baambrugge Buitengebied),"8,500",325,4,26.2
Apartment Kerkstraat,5701 PL Helmond (Centrum),"1,450",135,3,10.7
Studio Godsweerdersingel,6041 GL Roermond (Binnenstad),685,40,1,17.1
Apartment Zeestraat 151,2518 DH Den Haag (Willemspark),"2,100",108,3,19.4
Apartment Zeestraat 243,2518 DJ Den Haag (Willemspark),"2,400",102,3,23.5
House Oostergrachtswal,8921 AC Leeuwarden (Molenpad),"4,995",330,6,15.1
House Lange Voorhout 78,2514 EH Den Haag (Voorhout),"12,000",543,1,22.1
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,550",50,1,31.0
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"1,275",40,2,31.9
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,550",50,1,31.0
House van Bovenstraat,4531 AE Terneuzen (Binnenstad-Java),"1,200",90,4,13.3
Studio Elizabeth Cady Stantonplein,"1102 BL Amsterdam (Bijlmer Centrum (D,F,H))",655,30,1,21.8
House Brigantijn,3232 CC Brielle (De Kapel en omgeving),"2,400",130,5,18.5
Apartment Laan Copes van Cattenburch 69,2585 EW Den Haag (Archipelbuurt),"1,750",45,2,38.9
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,595",50,1,31.9
Apartment Van Stolkweg 14 6S,2585 JR Den Haag (Van Stolkpark en Scheveningse Bosjes),"2,950",155,4,19.0
Apartment Molenstraat,2681 BS Monster (Kleine Geest en Molenwijk),995,103,3,9.7
Apartment Hoofdweg,2152 LJ Nieuw-Vennep (Nieuw-Vennep Omgeving),995,40,2,24.9
Apartment Berghofstraat,6471 EC Eygelshoven (Eygelshoven-Kom),709,75,4,9.5
House Lagendijk,1911 MT Uitgeest (Buitengebied),"1,480",90,4,16.4
Apartment Van Leeuwenhoekpark,2611 DW Delft (Stationsbuurt),"1,600",80,3,20.0
Apartment Slagveld 13 B,3231 AN Brielle (Brielle),"1,695",100,2,17.0
House Slagveld,3231 AN Brielle (Brielle),"1,495",70,2,21.4
Apartment Withof,4851 CL Ulvenhout (Ulvenhout),"1,446",80,3,18.1
Apartment Sneeuwberglaan,6291 HB Vaals (Vaals),376,22,1,17.1
Apartment Kaatsbaan,3231 XL Brielle (Brielle),"1,800",100,4,18.0
House Hoofdstraat,9982 AL Uithuizermeeden (Uithuizermeeden),Price ,282 m²,1,#VALUE!
Studio Van Heuven Goedhartplein,3527 DK Utrecht (Kanaleneiland-Noord),790,19,1,41.6
Apartment Tasmanstraat 3,1013 PW Amsterdam (Houthavens),"2,150",100,4,21.5
Apartment Beekstraat 16,7311 LG Apeldoorn (Binnenstad),"1,000",48,2,20.8
House Prins Hessen Casselstraat 2,6211 JZ Maastricht (Jekerkwartier),"2,400",120,7,20.0
Apartment Frederik Hendriklaan,2582 BK Den Haag (Statenkwartier),"1,350",70,2,19.3
House van Alkemadelaan,3232 XJ Brielle (Rugge),"1,950",95,5,20.5
Apartment Oudegracht,"3511 AZ Utrecht (Domplein, Neude, Janskerkhof)","3,100",137,3,22.6
Studio Granadoslaan,3055 RC Rotterdam (Molenlaankwartier),890,45,1,19.8
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,550",50,1,31.0
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,525",50,1,30.5
Apartment Wassenaarseweg 76 1015,2596 CK Den Haag (Arendsdorp),"1,150",40,2,28.8
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,550",50,1,31.0
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Apartment Tempeliersstraat,2012 EC Haarlem (Koninginnebuurt),"1,650",70,3,23.6
Apartment Johan de Wittlaan 30,2517 JR Den Haag (Zorgvliet),"2,000",46,1,43.5
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"1,350",50,1,27.0
Apartment Raamweg,2596 HL Den Haag (Arendsdorp),"5,000",250,6,20.0
Apartment Mandelaplein,1314 CG Almere (Centrum Almere Stad),"1,130",27,1,41.9
Apartment Mandelaplein,1314 CG Almere (Centrum Almere Stad),"1,925",52,2,37.0
Apartment Mandelaplein,1314 CG Almere (Centrum Almere Stad),"1,240",31,1,40.0
Apartment Kruiskade,3012 EG Rotterdam (Cool),"2,065",111,3,18.6
Apartment Kruiskade,3012 EG Rotterdam (Cool),"1,550",83,2,18.7
Apartment Kruiskade,3012 EG Rotterdam (Cool),"1,995",83,2,24.0
Apartment Kruiskade,3012 EG Rotterdam (Cool),"1,775",83,2,21.4
Apartment Kruiskade,3012 EG Rotterdam (Cool),"1,995",83,2,24.0
Apartment Dr. Jan IngenHouszplein,4814 EH Breda (Haagpoort),"3,030",40,3,75.8
Apartment Ditlaar,1066 EE Amsterdam (Sloter-/Riekerpolder),"1,550",40,1,38.8
House van der Fuyckstraat,3232 AP Brielle (Rugge),"1,950",95,5,20.5
Apartment Rochus Meeuwiszweg,3231 CM Brielle (Noord Meeuwenoord),"1,975",90,3,21.9
House Parkweg,3221 LV Hellevoetsluis (Duinhoeck),"2,200",120,4,18.3
Apartment Slagveld,3231 AN Brielle (Brielle),"1,600",120,1,13.3
Apartment Rochus Meeuwiszweg,3231 CM Brielle (Noord Meeuwenoord),"1,550",70,3,22.1
Apartment Toupsbergstraat,6463 EC Kerkrade (Chevremont),650,40,2,16.3
Apartment Hellingweg 72 A,2583 WH Den Haag (Vissershaven),"3,600",170,4,21.2
Apartment Hellingweg 98 B,2583 WH Den Haag (Vissershaven),"2,950",115,3,25.7
Apartment Dreef,4061 BL Ophemert (Ophemert),"2,249",120,2,18.7
House Burgemeester de Villeneuvesingel,3055 AP Rotterdam (Molenlaankwartier),"3,500",240,4,14.6
Apartment Rochus Meeuwiszweg,3231 CM Brielle (Noord Meeuwenoord),"1,675",90,3,18.6
Room Waterloostraat,3062 TW Rotterdam (Kralingen Oost),695,22,1,31.6
Apartment Het Ambacht 58 B,6931 EZ Westervoort (Westervoort),925,92,3,10.1
Apartment Rochus Meeuwiszweg,3231 CM Brielle (Noord Meeuwenoord),"1,650",90,3,18.3
Apartment Mgr. Aengenentlaan,2361 GB Warmond (Kloosterland-Endepoel),"1,950",100,2,19.5
Apartment Graaf Hendrik III plein,4819 CL Breda (Boeimeer),"2,500",165,3,15.2
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"1,750",80,2,21.9
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,550",50,1,31.0
Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"2,050",90,3,22.8
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"1,350",45,1,30.0
Room Noorderkeerkring 20,2408 GZ Alphen aan den Rijn (Europaplein),260,20,1,13.0
House Parkweg,3221 LV Hellevoetsluis (Duinhoeck),"2,200",95,4,23.2
House Scheepjesbrug,4231 ZZ Meerkerk (Meerkerk buitengebied),"1,650",80,3,20.6
Apartment Riouwstraat 62 A,2585 HD Den Haag (Archipelbuurt),"1,950",105,3,18.6
Apartment Molenstraat 5 B,2513 BH Den Haag (Kortenbos),"1,895",44,2,43.1
Apartment Weena,3014 DA Rotterdam (Oude Westen),"2,995",45,1,66.6
Apartment Onderdoor,3995 DW Houten (Centrum Oost),"1,350",30,1,45.0
House Oester 36,1775 JG Middenmeer (Middenmeer),"1,500",125,5,12.0
House Bleijerheiderstraat,6462 AC Kerkrade (Nulland),"2,900",200,7,14.5
Apartment Lagendijk,1911 MT Uitgeest (Buitengebied),"1,560",100,4,15.6
Apartment Halvemaanpassage,3011 DL Rotterdam (Stadsdriehoek),"2,395",90,3,26.6
House Steenoven 12 b94,5768 PK Meijel (Verspreide huizen Steenoven en Langstraat),"1,600",70,5,22.9
Apartment Duinweg 55 *,2585 JV Den Haag (Van Stolkpark en Scheveningse Bosjes),"6,500",205,4,31.7
Apartment Loosduinse Uitleg,2553 AW Den Haag (Kom Loosduinen),"1,000",70,3,14.3
Apartment Mosselweg,8256 RA Biddinghuizen (Buitengebied Biddinghuizen),"1,525",56,2,27.2
Apartment Mgr Swinkelsstraat,5623 AP Eindhoven (Kronehoef),"1,310",106,2,12.4
Studio Haringstraat 8 G,3311 VH Dordrecht (Lombard en omgeving),"1,100",55,1,20.0
Apartment Molenstraat 5 E,2513 BH Den Haag (Kortenbos),"2,000",39,2,51.3
House Nieuwe Kade,9001 AE Grou (Grou),"3,000",105,4,28.6
Apartment Voorstraat,3231 BK Brielle (Brielle),"1,653",90,3,18.4
Apartment Haven 3 B,2312 MG Leiden (Havenwijk-Noord),"1,950",52,2,37.5
Apartment Haven 3 C,2312 MG Leiden (Havenwijk-Noord),"1,950",48,2,40.6
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,450",50,1,29.0
Apartment Parklaan,3016 BB Rotterdam (Nieuwe Werk),"1,520",60,2,25.3
Apartment De Klok 408,2231 DW Rijnsburg (Frederiksoord-Noord),"2,245",76,3,29.5
Apartment Kralingse Plaslaan,3061 DJ Rotterdam (Kralingen West),"1,695",82,3,20.7
Apartment Wassenaarseweg 76 601,2596 CK Den Haag (Arendsdorp),"1,750",78,3,22.4
Apartment Admiraal De Ruijterweg,1056 GM Amsterdam (Geuzenbuurt),"1,800",77,3,23.4
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
Apartment IJdok,1013 MM Amsterdam (Haarlemmerbuurt),"2,550",55,2,46.4
Apartment De Klok 406,2231 DW Rijnsburg (Frederiksoord-Noord),"2,335",80,3,29.2
Apartment Amstelveenseweg,1075 XL Amsterdam (Schinkelbuurt),"2,150",70,3,30.7
Apartment Noorderhavenkade,3039 RR Rotterdam (Blijdorp),"1,400",49,2,28.6
Apartment Berglustlaan,3054 BC Rotterdam (Hillegersberg Noord),"1,850",150,3,12.3
Apartment Meidoornweg 2 B,1171 JW Badhoevedorp (Badhoevedorp Antoniushoeve),"1,800",30,2,60.0
Room Provenierssingel,3033 EK Rotterdam (Provenierswijk),895,25,1,35.8
House Steurendaal,2553 PN Den Haag (Kraayenstein en Vroondaal),"2,250",165,6,13.6
House Kloksteeg,2611 BL Delft (Centrum-West),"1,515",85,2,17.8
Apartment 's-Gravenweg,2902 LE Capelle aan den IJssel ('s-Gravenweg/Alexanderlaan),"1,295",70,3,18.5
Apartment Dr. Lelykade 154 B,2583 CN Den Haag (Vissershaven),"7,500",288,4,26.0
Apartment Raaphorstlaan 25 314,2245 BH Wassenaar (Oud-Clingendaal),999,62,2,16.1
House Parkweg,3221 LV Hellevoetsluis (Duinhoeck),"1,800",65,4,27.7
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"1,850",40,1,46.3
Apartment Harstenhoekweg 69,2587 SE Den Haag (Belgisch Park),"1,095",70,2,15.6
Apartment Lage Zand 266,2511 GS Den Haag (Uilebomen),"2,250",120,3,18.8
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"1,800",40,1,45.0
Apartment Frederik Hendriklaan 240 1,2582 BM Den Haag (Statenkwartier),"1,250",68,3,18.4
Apartment Arsenaalstraat,4531 CZ Terneuzen (Binnenstad-Java),"2,500",215,6,11.6
Apartment Arsenaalstraat,4531 CZ Terneuzen (Binnenstad-Java),"1,900",135,5,14.1
Apartment Kruisplein,3012 CC Rotterdam (Cool),"1,600",70,2,22.9
